Date,Adj Close,Log Returns,Inflation Rates
2021-01,129.669921875,-0.0055166140750797,0.0042447617254153
2021-02,119.33364868164062,-0.0830688187569932,0.0054594528238982
2021-03,120.2095184326172,0.0073128669445247,0.007058304591275
2021-04,129.3716278076172,0.0734528911675915,0.008185317850621
2021-06,135.01318359375,0.0426833314955722,0.0092477701571263
2021-07,143.78665161132812,0.0629581849893218,0.0047989899316244
2021-08,149.89605712890625,0.0416114865100693,0.00206378030328
2021-09,139.6976318359375,-0.0704617870833646,0.0027122892747485
2021-10,147.89190673828125,0.0570013327085322,0.0082737961073223
2021-11,163.43264770507812,0.0999193177798022,0.0049013960139035
2021-12,175.56405639648438,0.0716030051993516,0.003067806626962
2022-01,172.8055419921875,-0.0158370424543641,0.0083793686107166
2022-02,163.4626922607422,-0.0555821451613425,0.0090925167551191
2022-03,172.85745239257812,0.0558824978263609,0.0132630353564754
2022-04,156.06765747070312,-0.1021776652713355,0.0055670064501462
2022-05,147.5625762939453,-0.0560372830897945,0.0109632078186748
2022-06,135.54661560058594,-0.0849367241448322,0.0136425909734452
2022-07,161.11524963378906,0.1728043374018515,-0.0001181261149525
2022-08,156.08718872070312,-0.0317051919528815,-0.0003544620906153
2022-09,137.2042236328125,-0.128944253864073,0.0021484748870691
2022-10,152.23512268066406,0.1039556861186208,0.0040482890431622
2022-11,147.20716857910156,-0.0335852807370134,-0.0010105368623158
